,name,company,year,Price,kms_driven,fuel_type
7930,Volvo S90 D4 Inscription BSIV,Volvo,2019,5500000,17000,Diesel
7931,Ford Endeavour 2.2 Titanium AT 4X2,Ford,2016,2100000,85000,Diesel
7932,Maruti Swift VXI Deca,Maruti,2016,500000,100000,Petrol
7933,Maruti Alto 800 LXI,Maruti,2017,310000,54000,Petrol
7934,Mahindra TUV 300 T6 Plus,Mahindra,2015,600000,80000,Diesel
7935,Maruti 800 AC,Maruti,1999,40000,100000,Petrol
7936,Hyundai Xcent 1.2 CRDi S,Hyundai,2018,620000,70000,Diesel
7937,Maruti Baleno Zeta 1.3,Maruti,2018,760000,50000,Diesel
7938,Hyundai Verna CRDi 1.6 SX Option,Hyundai,2018,1200000,40000,Diesel
7939,Maruti Baleno Zeta 1.3,Maruti,2018,760000,50000,Diesel
7940,Hyundai i10 Sportz Option,Hyundai,2012,300000,45000,Petrol
7941,Tata Tiago 1.2 Revotron XZ Plus Dual Tone,Tata,2019,500000,5000,Petrol
7942,Chevrolet Beat LT,Chevrolet,2012,120000,70000,Petrol
7943,Hyundai EON D Lite Plus,Hyundai,2017,350000,26263,Petrol
7944,Mahindra KUV 100 mFALCON G80 K4 Plus 5str,Mahindra,2016,350000,100000,Petrol
7945,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2012,730000,250000,Diesel
7946,Renault Duster 110PS Diesel RxZ,Renault,2018,1050000,18000,Diesel
7947,Hyundai Verna SX Diesel,Hyundai,2013,550000,80000,Diesel
7948,Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,Maruti,2016,675000,108000,Diesel
7949,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Toyota,2015,1400000,170000,Diesel
7950,Maruti Swift VVT ZXI,Maruti,2017,625000,25000,Petrol
7951,Hyundai Creta 1.6 SX,Hyundai,2018,1220000,11000,Petrol
7952,Maruti S-Presso VXI AT,Maruti,2019,475000,5000,Petrol
7953,Ford Ecosport 1.5 Diesel Titanium,Ford,2014,550000,105000,Diesel
7954,Maruti Ritz VXi,Maruti,2012,320000,40000,Petrol
7955,Maruti Swift ZDi,Maruti,2014,530000,90000,Diesel
7956,Maruti Alto 800 LXI,Maruti,2018,300000,30000,Petrol
7957,Honda City i-VTEC VX,Honda,2018,1180000,5500,Petrol
7958,Maruti Alto LX,Maruti,2000,45957,90000,Petrol
7959,Hyundai EON Sportz,Hyundai,2012,190000,65000,Petrol
7960,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2014,730000,60000,Diesel
7961,Maruti Swift VDI Optional,Maruti,2015,530000,120000,Diesel
7962,Ford Figo 1.2P Titanium MT,Ford,2019,530000,9500,Petrol
7963,Renault Captur 1.5 Diesel RXT,Renault,2018,1265000,12000,Diesel
7964,Maruti Ciaz Alpha Diesel,Maruti,2019,1025000,32000,Diesel
7965,Maruti Alto LXi,Maruti,2009,130000,60000,Petrol
7966,Mahindra TUV 300 T8,Mahindra,2017,735000,70000,Diesel
7967,BMW 3 Series 320d Sedan,BMW,2011,1500000,84925,Diesel
7968,Hyundai Santro Xing XK eRLX EuroIII,Hyundai,2007,120000,120000,Petrol
7969,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2012,730000,250000,Diesel
7970,Renault Duster 110PS Diesel RxZ,Renault,2018,1050000,18000,Diesel
7971,Hyundai Verna SX Diesel,Hyundai,2013,550000,80000,Diesel
7972,Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,Maruti,2016,675000,108000,Diesel
7973,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Toyota,2015,1400000,170000,Diesel
7974,Maruti Swift VVT ZXI,Maruti,2017,625000,25000,Petrol
7975,Hyundai Creta 1.6 SX,Hyundai,2018,1220000,11000,Petrol
7976,Maruti S-Presso VXI AT,Maruti,2019,475000,5000,Petrol
7977,Ford Ecosport 1.5 Diesel Titanium,Ford,2014,550000,105000,Diesel
7978,Maruti Ritz VXi,Maruti,2012,320000,40000,Petrol
7979,Maruti Swift ZDi,Maruti,2014,530000,90000,Diesel
7980,Maruti Alto 800 LXI,Maruti,2018,300000,30000,Petrol
7981,Honda City i-VTEC VX,Honda,2018,1180000,5500,Petrol
7982,Maruti Alto LX,Maruti,2000,45957,90000,Petrol
7983,Hyundai EON Sportz,Hyundai,2012,190000,65000,Petrol
7984,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2014,730000,60000,Diesel
7985,Maruti Swift VDI Optional,Maruti,2015,530000,120000,Diesel
7986,Ford Figo 1.2P Titanium MT,Ford,2019,530000,9500,Petrol
7987,Renault Captur 1.5 Diesel RXT,Renault,2018,1265000,12000,Diesel
7988,Maruti Ciaz Alpha Diesel,Maruti,2019,1025000,32000,Diesel
7989,Hyundai Grand i10 Magna,Hyundai,2017,470000,50000,Petrol
7990,Tata Indigo CS eLX BS IV,Tata,2014,250000,50000,Diesel
7991,Maruti Ertiga LXI,Maruti,2013,430000,90000,Petrol
7992,Maruti Ertiga VDI,Maruti,2012,550000,93000,Diesel
7993,Maruti Swift Dzire VXI,Maruti,2015,500000,117000,Petrol
7994,Honda City 2017-2020 GXi,Honda,2008,240000,90000,Petrol
7995,Maruti Swift VXI BSIII,Maruti,2008,170000,80000,Petrol
7996,Hyundai Santro LS zipPlus,Hyundai,2000,140000,50000,Petrol
7997,Maruti Alto 800 LXI,Maruti,2016,252000,30000,Petrol
7998,Maruti Alto 800 LXI,Maruti,2017,270000,35000,Petrol
7999,Maruti Alto LX,Maruti,2004,100000,40000,Petrol
8000,Maruti Wagon R VXI BS IV,Maruti,2015,350000,46357,Petrol
8001,Ford Fiesta 1.4 ZXi Duratec,Ford,2011,240000,80000,Petrol
8002,Renault Lodgy 85PS Std,Renault,2016,620000,7000,Diesel
8003,Renault Fluence 2.0,Renault,2011,600000,43000,Petrol
8004,Ford Figo Aspire Titanium Diesel,Ford,2016,650000,85000,Diesel
8005,Hyundai Verna CRDi 1.6 SX,Hyundai,2018,950000,70000,Diesel
8006,Maruti Swift VDI Optional,Maruti,2017,660000,56000,Diesel
8007,Hyundai i20 Sportz 1.4 CRDi,Hyundai,2012,360000,90000,Diesel
8008,Maruti Alto K10 VXI Airbag,Maruti,2017,382000,40000,Petrol
8009,Hyundai Santro Xing XS eRLX Euro III,Hyundai,2006,145000,80000,Petrol
8010,Hyundai i10 Magna 1.1L,Hyundai,2011,270000,60000,Petrol
8011,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,Hyundai,2015,650000,70000,Diesel
8012,Ford Figo Diesel Titanium,Ford,2011,200000,170000,Diesel
8013,Maruti Celerio LDi,Maruti,2015,400000,95000,Diesel
8014,Maruti Swift VDI,Maruti,2012,416000,90000,Diesel
8015,Maruti Baleno Alpha Diesel,Maruti,2018,750000,35000,Diesel
8016,Tata Indica Vista Quadrajet VX,Tata,2013,190000,120000,Diesel
8017,Tata Indica V2 2001-2011 DLS BSIII,Tata,2008,60000,120000,Diesel
8018,Tata New Safari Dicor VX 4X2,Tata,2006,300000,175000,Diesel
8019,Maruti Wagon R LX Minor,Maruti,2013,300000,90000,Petrol
8020,Tata Indica V2 DLS,Tata,2007,65000,120000,Diesel
8021,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,2012,270000,108000,Diesel
8022,Mahindra Bolero 2011-2019 EX NON AC,Mahindra,2014,600000,70000,Diesel
8023,Hyundai Santa Fe 4x4 AT,Hyundai,2011,1200000,62000,Diesel
8024,Hyundai EON Sportz,Hyundai,2012,195000,35000,Petrol
8025,Maruti 800 AC,Maruti,1998,35000,40000,Petrol
8026,Tata Indigo CS LX (TDI) BS III,Tata,2008,100000,120000,Diesel
8027,Hyundai i10 Magna,Hyundai,2012,220000,67000,Petrol
8028,Maruti Alto 800 VXI,Maruti,2016,320000,46737,Petrol
8029,Chevrolet Beat LT,Chevrolet,2014,240000,30000,Petrol
8030,Tata Sumo Gold EX,Tata,2014,275000,300000,Diesel
8031,Chevrolet Enjoy TCDi LT 7 Seater,Chevrolet,2014,275000,195000,Diesel
8032,Tata Indica Vista Aura 1.2 Safire BSIV,Tata,2011,130000,70000,Petrol
8033,Hyundai Verna 1.6 SX,Hyundai,2012,450000,200000,Diesel
8034,Renault Duster 110PS Diesel RxZ,Renault,2015,600000,160000,Diesel
8035,Maruti Alto 800 LXI Optional,Maruti,2018,310000,20000,Petrol
8036,Maruti Wagon R VXI Optional,Maruti,2018,432000,30000,Petrol
8037,Tata Indica Vista TDI LS,Tata,2012,175000,90000,Diesel
8038,Maruti Ertiga SHVS VDI,Maruti,2016,770000,100000,Diesel
8039,Maruti Alto K10 LXI,Maruti,2011,135000,110048,Petrol
8040,Hyundai Xcent 1.2 CRDi E Plus,Hyundai,2018,680000,26000,Diesel
8041,Maruti Wagon R LXI Minor,Maruti,2007,90000,110000,Petrol
8042,Maruti Gypsy King Soft Top,Maruti,1997,300000,186388,Petrol
8043,Chevrolet Aveo U-VA 1.2 LT,Chevrolet,2007,100000,60000,Petrol
8044,Maruti Alto LXi BSIII,Maruti,2006,120000,70000,Petrol
8045,Renault Duster RXZ 110PS AMT BSIV,Renault,2017,750000,20171,Diesel
8046,Honda Jazz V Diesel,Honda,2017,525000,37151,Diesel
8047,Honda City i VTEC VX Option,Honda,2015,649000,39000,Petrol
8048,Volkswagen Polo Select 1.2 MPI Highline,Volkswagen,2010,210000,44500,Petrol
8049,Honda Jazz 1.2 VX i VTEC,Honda,2016,526000,15000,Petrol
8050,Ford Ecosport 1.5 Petrol Titanium,Ford,2016,599000,39000,Petrol
8051,Honda City i VTEC S,Honda,2015,500000,58161,Petrol
8052,Honda CR-V 2.4L 4WD AT,Honda,2012,750000,50171,Petrol
8053,Honda City i-VTEC V,Honda,2011,325000,40000,Petrol
8054,Honda City i VTEC SV,Honda,2016,575000,55161,Petrol
8055,Honda Brio 1.2 S MT,Honda,2012,245000,30000,Petrol
8056,Honda City i VTEC V,Honda,2016,625000,55000,Petrol
8057,Honda Accord 2.4 A/T,Honda,2013,580000,50000,Petrol
8058,Audi A3 40 TFSI Premium,Audi,2017,1689999,8000,Petrol
8059,Hyundai Creta 1.6 SX Option,Hyundai,2018,1175000,14000,Petrol
8060,Honda City i VTEC SV,Honda,2015,575000,9599,Petrol
8061,Hyundai i20 Asta (o),Hyundai,2017,600000,35000,Petrol
8062,Honda City i VTEC VX Option,Honda,2016,750000,16151,Petrol
8063,Hyundai Creta 1.6 SX Automatic,Hyundai,2016,890000,40000,Petrol
8064,Honda City i VTEC V,Honda,2015,600000,28161,Petrol
8065,Chevrolet Spark 1.0 LS,Chevrolet,2010,114999,60000,Petrol
8066,Chevrolet Spark 1.0 LS,Chevrolet,2010,140000,60000,Petrol
8067,Mahindra Scorpio M2DI,Mahindra,2011,360000,100000,Diesel
8068,Ford Figo Aspire Facelift,Ford,2017,580000,165000,Diesel
8069,Maruti Swift Dzire Tour S CNG,Maruti,2017,500000,130000,Petrol
8070,Honda Amaze VX O iDTEC,Honda,2015,409999,60000,Diesel
8071,Toyota Innova 2.5 V Diesel 7-seater,Toyota,2010,425000,200000,Diesel
8072,Nissan Terrano XL 85 PS,Nissan,2014,450000,82000,Diesel
8073,Hyundai Grand i10 Magna,Hyundai,2014,400000,20000,Petrol
8074,Maruti SX4 ZXI MT BSIV,Maruti,2013,295000,60000,Petrol
8075,Maruti Ciaz ZDi,Maruti,2014,560000,90000,Diesel
8076,Maruti Wagon R LXI BSIII,Maruti,2006,150000,50000,Petrol
8077,Toyota Innova 2.5 E 7 STR,Toyota,2009,550000,250000,Diesel
8078,Chevrolet Spark 1.0 LS,Chevrolet,2011,114999,100000,Petrol
8079,Tata Indigo LS,Tata,2007,90177,129000,Diesel
8080,Tata New Safari DICOR 2.2 EX 4x2,Tata,2010,300000,100000,Diesel
8081,Honda City ZXi AT,Honda,2005,110000,100000,Petrol
8082,Ford Fiesta 1.4 Duratorq EXI,Ford,2007,125000,110000,Diesel
8083,Chevrolet Captiva LT,Chevrolet,2008,300000,100000,Diesel
8084,Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2017,450000,20000,Petrol
8085,Chevrolet Cruze LT,Chevrolet,2011,300000,40000,Diesel
8086,Maruti Celerio ZXI AMT BSIV,Maruti,2018,470000,30000,Petrol
8087,Tata Bolt Revotron XM,Tata,2015,330000,25000,Petrol
8088,Maruti Wagon R VXI Plus,Maruti,2018,390000,25000,Petrol
8089,Tata Nano Cx,Tata,2011,46000,25000,Petrol
8090,Nissan Terrano XL Plus 85 PS,Nissan,2013,509999,170000,Diesel
8091,Fiat Linea Emotion,Fiat,2010,125000,40000,Petrol
8092,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,Hyundai,2017,780000,28000,Diesel
8093,Hyundai Verna 1.6 CRDI,Hyundai,2011,450000,100000,Diesel
8094,Tata Manza Aura (ABS) Safire BS IV,Tata,2012,200000,80868,Petrol
8095,Ford Figo Diesel Titanium,Ford,2012,260000,194000,Diesel
8096,Maruti Swift Vdi BSIII,Maruti,2009,250000,151000,Diesel
8097,Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,880000,65000,Diesel
8098,Maruti Swift Vdi BSIII,Maruti,2009,307000,100000,Diesel
8099,Mahindra XUV500 W8 2WD,Mahindra,2013,750000,120000,Diesel
8100,Tata Nexon 1.5 Revotorq XT,Tata,2018,800000,85000,Diesel
8101,Fiat Grande Punto 1.3 Dynamic (Diesel),Fiat,2012,450000,70000,Diesel
8102,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2011,450000,128000,Diesel
8103,Maruti Swift 1.3 VXi,Maruti,2006,130000,100000,Petrol
8104,Honda City 2017-2020 VTEC,Honda,2006,160000,70000,Petrol
8105,Honda City 1.3 EXI,Honda,2004,135000,120000,Petrol
8106,Hyundai Verna 1.6 SX,Hyundai,2012,450000,128000,Diesel
8107,Renault Duster 85PS Diesel RxL Plus,Renault,2013,325000,100000,Diesel
8108,Kia Seltos HTX Plus AT D,Kia,2019,1575000,20000,Diesel
8109,Ford Freestyle Titanium Plus Diesel BSIV,Ford,2018,750000,24000,Diesel
8110,Maruti Celerio VXI,Maruti,2017,425000,12000,Petrol
8111,Toyota Etios Cross 1.4L GD,Toyota,2014,425000,50000,Diesel
8112,Ford Freestyle Titanium Plus Diesel BSIV,Ford,2018,746000,24000,Diesel
8113,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Toyota,2010,425000,129000,Diesel
8114,Maruti Alto LXi,Maruti,2011,200000,73000,Petrol
8115,Maruti 800 AC,Maruti,1997,40000,120000,Petrol
8116,Maruti Alto K10 VXI Airbag,Maruti,2017,340000,45000,Petrol
8117,Maruti Swift Dzire VDI,Maruti,2015,625000,50000,Diesel
8118,Hyundai i20 Magna,Hyundai,2013,380000,25000,Petrol
8119,Maruti Wagon R LXI Optional,Maruti,2017,360000,80000,Petrol
8120,Hyundai Santro Xing GLS,Hyundai,2008,120000,191000,Petrol
8121,Maruti Wagon R VXI BS IV with ABS,Maruti,2013,260000,50000,Petrol
8122,Hyundai i20 Magna 1.4 CRDi,Hyundai,2014,475000,80000,Diesel
8123,Hyundai i20 Magna,Hyundai,2013,320000,110000,Petrol
8124,Hyundai Verna CRDi SX,Hyundai,2007,135000,119000,Diesel
8125,Maruti Swift Dzire ZDi,Maruti,2009,382000,120000,Diesel
8126,Tata Indigo CR4,Tata,2013,290000,25000,Diesel
8127,Tata Indigo CR4,Tata,2013,290000,25000,Diesel
8128,Maruti 800 AC,Maruti,2007,60000,70000,Petrol
8129,Maruti Wagon R LXI Minor,Maruti,2007,135000,50000,Petrol
8130,Hyundai Verna 1.6 SX,Hyundai,2012,600000,100000,Diesel
8131,Datsun RediGO T Option,Datsun,2017,250000,46000,Petrol
8132,Honda Amaze VX i-DTEC,Honda,2014,450000,141000,Diesel
8133,Maruti Alto LX BSIII,Maruti,2007,140000,125000,Petrol
8134,Hyundai Xcent 1.2 Kappa S,Hyundai,2016,550000,25000,Petrol
8135,Tata Indigo Grand Petrol,Tata,2014,240000,60000,Petrol
8136,Hyundai Creta 1.6 VTVT S,Hyundai,2015,850000,25000,Petrol
8137,Maruti Celerio Green VXI,Maruti,2017,365000,78000,CNG
8138,Chevrolet Sail 1.2 Base,Chevrolet,2015,260000,35000,Petrol
8139,Tata Indigo Grand Petrol,Tata,2014,250000,100000,Petrol
8140,Toyota Corolla Altis 1.8 VL CVT,Toyota,2018,1650000,25000,Petrol
8141,Maruti 800 AC,Maruti,2007,60000,70000,Petrol
8142,Maruti Wagon R LXI Minor,Maruti,2007,135000,50000,Petrol
8143,Hyundai Verna 1.6 SX,Hyundai,2012,600000,100000,Diesel
8144,Datsun RediGO T Option,Datsun,2017,250000,46000,Petrol
8145,Honda Amaze VX i-DTEC,Honda,2014,450000,141000,Diesel
8146,Maruti Alto LX BSIII,Maruti,2007,140000,125000,Petrol
8147,Hyundai Xcent 1.2 Kappa S,Hyundai,2016,550000,25000,Petrol
8148,Tata Indigo Grand Petrol,Tata,2014,240000,60000,Petrol
8149,Hyundai Creta 1.6 VTVT S,Hyundai,2015,850000,25000,Petrol
8150,Maruti Celerio Green VXI,Maruti,2017,365000,78000,CNG
8151,Chevrolet Sail 1.2 Base,Chevrolet,2015,260000,35000,Petrol
8152,Tata Indigo Grand Petrol,Tata,2014,250000,100000,Petrol
8153,Toyota Corolla Altis 1.8 VL CVT,Toyota,2018,1650000,25000,Petrol
8154,Maruti Ciaz VXi Plus,Maruti,2015,585000,24000,Petrol
8155,Hyundai Venue SX Opt Diesel,Hyundai,2019,1195000,5000,Diesel
8156,Chevrolet Enjoy TCDi LTZ 7 Seater,Chevrolet,2013,390000,33000,Diesel
8157,Jaguar XF 2.2 Litre Luxury,Jaguar,2014,1964999,28000,Diesel
8158,Mercedes-Benz New C-Class 220 CDI AT,Mercedes-Benz,2013,1425000,59000,Diesel
8159,Maruti Vitara Brezza ZDi Plus AMT,Maruti,2018,975000,4500,Diesel
8160,Audi Q5 2.0 TDI,Audi,2011,1190000,175900,Diesel
8161,Honda City V MT,Honda,2018,930000,14500,Petrol
8162,Tata Tigor 1.2 Revotron XT,Tata,2018,525000,15000,Petrol
8163,Audi A6 2.0 TDI  Design Edition,Audi,2013,1735000,50000,Diesel
8164,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes-Benz,2012,1375000,33800,Diesel
8165,Skoda Superb Ambition 2.0 TDI CR AT,Skoda,2011,450000,130400,Diesel
8166,Toyota Corolla Altis G AT,Toyota,2016,900000,50000,Petrol
8167,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2015,1300000,80000,Diesel
8168,Jeep Compass 1.4 Sport Plus BSIV,Jeep,2019,1400000,10000,Petrol
8169,Mercedes-Benz E-Class E 200 CGI Elegance,Mercedes-Benz,2010,850000,119000,Petrol
8170,Hyundai i10 Magna 1.1L,Hyundai,2014,229999,60000,Petrol
8171,BMW 3 Series 320d Sport Line,BMW,2013,1550000,75800,Diesel
8172,Audi Q7 35 TDI Quattro Premium,Audi,2009,1250000,78000,Diesel
8173,Hyundai Elantra CRDi S,Hyundai,2012,625000,40000,Diesel
8174,Mahindra Scorpio 1.99 S10,Mahindra,2014,1050000,50000,Diesel
8175,Honda City i DTEC V,Honda,2014,560000,74000,Diesel
8176,Maruti Wagon R VXI BS IV with ABS,Maruti,2014,290000,64000,Petrol
8177,Maruti Wagon R VXI BS IV,Maruti,2012,275000,60000,Petrol
8178,Mahindra Scorpio LX,Mahindra,2009,411000,120000,Diesel
8179,Hyundai Santro Xing GLS,Hyundai,2009,150000,79000,Petrol
8180,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2019,500000,15000,Petrol
8181,Maruti Alto LXi,Maruti,2006,100000,80000,Petrol
8182,Maruti Swift Dzire VDI Optional,Maruti,2017,725000,18500,Diesel
8183,Maruti Eeco 5 Seater AC BSIV,Maruti,2018,401000,10200,Petrol
8184,Hyundai i20 Sportz 1.4 CRDi,Hyundai,2018,750000,29000,Diesel
8185,Maruti Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,Maruti,2018,310000,28000,Petrol
8186,Maruti Swift ZDi BSIV,Maruti,2016,665000,46000,Diesel
8187,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,Hyundai,2014,465000,70000,Diesel
8188,Maruti Alto LXi,Maruti,2012,160000,60000,Petrol
8189,Mahindra Jeep CL 500 MDI,Mahindra,1996,250000,35000,Diesel
8190,Honda City i DTEC VX,Honda,2014,675000,90000,Diesel
8191,Maruti Wagon R VXI BS IV,Maruti,2013,300000,80000,Petrol
8192,Tata Indica DLS,Tata,2005,70000,80000,Diesel
8193,Hyundai EON Magna Plus,Hyundai,2014,240000,73300,Petrol
8194,Toyota Etios GD,Toyota,2014,525000,92000,Diesel
8195,Maruti Alto LXi,Maruti,2009,151000,66764,Petrol
8196,Maruti Alto LXi,Maruti,2009,140000,100000,Petrol
8197,Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,Chevrolet,2010,280000,350000,Diesel
8198,Toyota Corolla Altis Diesel D4DG,Toyota,2011,350000,230000,Diesel
8199,Mahindra Scorpio 1.99 S6 Plus,Mahindra,2017,570000,60000,Diesel
8200,Hyundai EON Magna Plus,Hyundai,2018,300000,31000,Petrol
8201,Tata Indigo Classic Dicor,Tata,2007,100000,39000,Diesel
8202,Toyota Innova 2.5 V Diesel 8-seater,Toyota,2009,500000,120000,Diesel
8203,Tata Indica Vista Quadrajet LS,Tata,2014,125000,166000,Diesel
8204,Maruti Swift 1.3 VXi,Maruti,2006,130000,110000,Petrol
8205,Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2017,925000,35000,Diesel
8206,Maruti Ciaz 1.3 Delta,Maruti,2018,750000,60000,Diesel
8207,Honda Civic 1.8 V AT,Honda,2007,200000,54000,Petrol
8208,Hyundai i10 Sportz 1.2,Hyundai,2010,248000,63000,Petrol
8209,Skoda Rapid 1.5 TDI Elegance,Skoda,2014,450000,120000,Diesel
8210,Hyundai Getz GLS,Hyundai,2005,80000,120000,Petrol
8211,Nissan Terrano XL,Nissan,2014,650000,76000,Petrol
8212,Hyundai Grand i10 CRDi Sportz,Hyundai,2015,450000,80000,Diesel
8213,Hyundai Elite i20 Diesel Era,Hyundai,2019,650000,25000,Diesel
8214,Honda Amaze S i-VTEC,Honda,2016,495000,11958,Petrol
8215,Honda Brio S MT,Honda,2015,371000,20000,Petrol
8216,Hyundai Creta 1.6 SX Option,Hyundai,2017,1025000,9000,Petrol
8217,Mercedes-Benz S-Class S 350d Connoisseurs Edition,Mercedes-Benz,2017,8150000,6500,Diesel
8218,Mahindra XUV500 W8 2WD,Mahindra,2015,750000,70000,Diesel
8219,Renault Duster 85PS Diesel RxL Optional,Renault,2013,600000,120000,Diesel
8220,Hyundai Santro Xing XO,Hyundai,2007,80000,58000,Petrol
8221,Mahindra Bolero 2011-2019 SLE,Mahindra,2013,325000,62200,Diesel
8222,Audi A6 2.0 TDI Premium Plus,Audi,2014,1470000,34000,Diesel
8223,Fiat Avventura MULTIJET Emotion,Fiat,2015,350000,53000,Diesel
8224,Audi A8 4.2 TDI,Audi,2013,2800000,49000,Diesel
8225,Datsun RediGO 1.0 S,Datsun,2017,210000,15000,Petrol
8226,Volkswagen Jetta 1.4 TSI Comfortline,Volkswagen,2013,450000,50000,Petrol
8227,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,2013,1150000,53000,Diesel
8228,Honda Civic 1.8 V AT,Honda,2009,210000,63500,Petrol
8229,Mercedes-Benz E-Class Exclusive E 200 BSIV,Mercedes-Benz,2018,4500000,9800,Petrol
8230,BMW X1 sDrive 20d xLine,BMW,2017,2750000,13000,Diesel
8231,Volvo V40 D3 R Design,Volvo,2018,1975000,21000,Diesel
8232,Maruti SX4 Zxi BSIII,Maruti,2008,175000,29173,Petrol
8233,BMW 7 Series 730Ld,BMW,2012,2500000,48000,Diesel
8234,Mahindra Bolero Power Plus SLX,Mahindra,2017,628000,120000,Diesel
8235,Hyundai Sonata CRDi M/T,Hyundai,2010,600000,100000,Diesel
8236,Nissan Micra Active XV Petrol,Nissan,2017,399000,30000,Petrol
8237,Mahindra Xylo D4,Mahindra,2018,750000,87000,Diesel
8238,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,Hyundai,2019,750000,15000,Petrol
8239,Renault KWID RXT,Renault,2017,315000,16000,Petrol
8240,Mahindra Xylo E4 BS III,Mahindra,2012,600000,60000,Diesel
8241,Maruti Wagon R LXI Minor,Maruti,2010,100000,60000,Petrol
8242,Maruti SX4 ZXI MT BSIV,Maruti,2011,250000,110000,Petrol
8243,Renault KWID RXT,Renault,2017,350000,25000,Petrol
8244,Hyundai Creta 1.4 CRDi S,Hyundai,2016,780000,60000,Diesel
8245,Maruti Swift Dzire VDI,Maruti,2014,434000,79350,Diesel
8246,Hyundai Verna 1.6 VTVT AT S Option,Hyundai,2016,690000,80000,Petrol
8247,Mahindra Scorpio LX BSIV,Mahindra,2014,555000,90000,Diesel
8248,Maruti SX4 Vxi BSIII,Maruti,2007,120000,90000,Petrol
8249,Maruti Ertiga VDI,Maruti,2014,500000,120000,Diesel
8250,Chevrolet Beat Diesel,Chevrolet,2013,165000,60000,Diesel
8251,Maruti Zen LX,Maruti,2004,95000,50000,Petrol
8252,Maruti Baleno Delta 1.2,Maruti,2018,550000,20000,Petrol
8253,Maruti Swift Vdi BSIII,Maruti,2007,100000,110000,Diesel
8254,Tata Nano Lx BSIV,Tata,2012,100000,50000,Petrol
8255,Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,2012,500000,100000,Diesel
8256,Maruti Ertiga SHVS VDI,Maruti,2016,800000,70000,Diesel
8257,Hyundai Creta 1.6 CRDi SX,Hyundai,2016,840000,70000,Diesel
8258,Honda Amaze S i-Vtech,Honda,2016,490000,50000,Petrol
8259,Tata Indica Vista Aqua 1.4 TDI,Tata,2010,125000,81000,Diesel
8260,Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,Chevrolet,2012,400000,120000,Diesel
8261,Chevrolet Cruze LTZ,Chevrolet,2015,1000000,3600,Diesel
8262,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Ford,2015,530000,14272,Petrol
8263,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2017,840000,49213,Diesel
8264,Hyundai i10 Sportz 1.1L,Hyundai,2015,229999,40000,Petrol
8265,Maruti 800 Std,Maruti,1998,40000,40000,Petrol
8266,Chevrolet Spark 1.0 LS,Chevrolet,2012,130000,80000,Petrol
8267,Hyundai EON Era Plus,Hyundai,2015,200000,70000,Petrol
8268,Tata Indica Vista Aqua TDI BSIII,Tata,2011,120000,70000,Diesel
8269,Hyundai Santro LP zipPlus,Hyundai,2003,75000,57000,Petrol
8270,Tata Bolt Quadrajet XE,Tata,2016,250000,120000,Diesel
8271,Maruti 800 AC BSIII,Maruti,2005,100000,30000,Petrol
8272,Hyundai EON Era Plus,Hyundai,2013,280000,3240,Petrol
8273,Hyundai i20 Magna 1.2,Hyundai,2015,540000,5000,Petrol
8274,Hyundai i20 1.2 Asta,Hyundai,2018,700000,10000,Petrol
8275,Maruti Ciaz VDi Plus,Maruti,2015,525000,100000,Diesel
8276,Hyundai i20 Asta 1.4 CRDi,Hyundai,2016,430000,80000,Diesel
8277,Hyundai Santro LE,Hyundai,2002,65000,70000,Petrol
8278,Maruti Vitara Brezza VDi,Maruti,2018,800000,35000,Diesel
8279,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,75000,114000,Petrol
8280,Hyundai Getz 1.3 GLS,Hyundai,2008,210000,53772,Petrol
8281,Mahindra Quanto C8,Mahindra,2012,195000,140000,Diesel
